country,province,district,species,breed,age_group,disease,symptoms_list,key_signs,ticks_present,confirmed_lab,recommended_treatment,prevention,source,date_reported,confidence_level,case_id
Botswana,Central,ville,Pig,Landrace,Juvenile,African Swine Fever,high_fever|sudden_death,high fever; sudden death,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2020-07-21,0.77,1020
Lesotho,Mokhotlong,East Mirandachester,Goat,Local,Adult,Mannheimiosis (Pasteurellosis),nasal_discharge|fever|coughing|respiratory_distress|anorexia,nasal discharge; fever,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-01-26,0.64,4134
Botswana,Kweneng,fort,Cattle,Sanga,Neonate,Tick-bite toxicosis,anemia|salivation|sudden_weakness,anemia; salivation,Y,Yes,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-05-28,0.94,1327
Zambia,Northern,mouth,Cattle,Hereford,Adult,Dermatophilosis,wet_skin|matted_hair|crusting_skin_lesions|ticks_observed,wet skin; matted hair,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2020-07-21,0.85,476
Tanzania,Dodoma,Jameston,Goat,Kalahari,Senior,Mannheimiosis (Pasteurellosis),nasal_discharge|respiratory_distress,nasal discharge; respiratory distress,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2023-12-23,0.95,4272
Mozambique,Cabo Delgado,side,Sheep,Local,Neonate,Mastitis,reduced_milk|swollen_udder|abnormal_milk,reduced milk yield; swollen udder,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2022-06-12,0.89,1652
Mozambique,Cabo Delgado,West Michaelmouth,Goat,Boer cross,Juvenile,Anaplasmosis,weight_loss|weakness|progressive_anemia|pale_mucous_membranes|ticks_observed,weight loss; weakness,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-10-12,0.77,3999
Malawi,Northern,burgh,Poultry,Indigenous,Juvenile,Avian Influenza (HPAI),drop_in_egg_production|swelling_head|greenish_diarrhoea|sudden_death,drop in egg production; swelling of head,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2024-02-16,0.76,4468
Tanzania,Dodoma,stad,Sheep,Local,Adult,Blackleg,sudden_death|swollen_muscle|severe_lameness,sudden death; swollen muscle,N,Yes,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2021-04-07,0.83,2611
Angola,Benguela,Rebeccashire,Goat,Boer cross,Neonate,Rabies (spillover),hypersalivation|aggression|behavioural_changes|neurological_signs|paralysis,hypersalivation; aggression,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2019-10-22,0.86,2477
Madagascar,Antananarivo,town,Cattle,Bali,Senior,Dermatophilosis,lameness|matted_hair|crusting_skin_lesions|wet_skin,lameness; matted hair,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2023-04-30,0.81,2584
DR Congo,Kinshasa,Kimchester,Goat,Boer cross,Juvenile,Coccidiosis,weight_loss|diarrhoea|anorexia|dehydration|sudden_death,weight loss; diarrhoea,N,Yes,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-03-10,0.78,1374
Zambia,Southern,Davidside,Cattle,Local,Neonate,Blackleg,sudden_death|severe_lameness|swollen_muscle,sudden death; severe lameness,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2025-03-20,0.83,740
Malawi,Northern,Jessicaland,Sheep,Dorper,Adult,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss,lamb kid mortality; weight loss,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-09-14,0.74,3619
Tanzania,Dar es Salaam,Stephaniechester,Cattle,Sanga,Senior,Parasitic Gastroenteritis,poor_condition|diarrhoea|weight_loss|anorexia|bottle_jaw,poor condition; diarrhoea,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2024-12-19,0.82,2441
Tanzania,Arusha,berg,Sheep,Katahdin,Senior,Anthrax,bloody_diarrhoea|tongue_ulcers|sudden_death|neck_edema|swelling,bloody diarrhoea; tongue ulcers,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2023-11-04,0.86,868
Comoros,Ngazidja,ton,Sheep,Dorper,Adult,Dermatophilosis,lameness|wet_skin|exudative_dermatitis|matted_hair,lameness; wet skin,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-08-08,0.99,1141
DR Congo,Kasai,shire,Cattle,Friesian,Adult,Anaplasmosis,progressive_anemia|fever|pale_mucous_membranes,progressive anemia; fever,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-05-16,0.99,998
Namibia,Otjozondjupa,Kellyburgh,Sheep,Local,Juvenile,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss,lamb kid mortality; weight loss,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2021-04-10,0.99,1338
Angola,Benguela,bury,Cattle,Brahman,Juvenile,Parasitic Gastroenteritis,anorexia|diarrhoea,reduced appetite/anorexia; diarrhoea,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2023-02-20,0.9,542
Angola,Huíla,furt,Cattle,Angus,Senior,Coccidiosis,dehydration|weight_loss|anorexia|diarrhoea,dehydration; weight loss,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2019-10-24,0.76,1100
Eswatini,Manzini,side,Sheep,Local,Senior,Mastitis,swollen_udder|reduced_milk,swollen udder; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-03-25,0.67,1133
Comoros,Ngazidja,burgh,Sheep,Merino,Neonate,Brucellosis,retained_placenta|orchitis|reduced_fertility|abortions,retained placenta; orchitis,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2020-03-28,0.81,4065
Seychelles,Inner Islands,Brandonport,Goat,Boer cross,Senior,Babesiosis,weakness|fever|anemia,weakness; fever,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-04-12,0.92,2716
Mauritius,Plaines Wilhems,port,Goat,Boer,Senior,Dermatophilosis,lameness|exudative_dermatitis|ticks_observed,lameness; exudative dermatitis,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2023-10-12,0.86,2259
Mozambique,Nampula,stad,Cattle,Friesian,Juvenile,Mannheimiosis (Pasteurellosis),coughing|nasal_discharge,coughing; nasal discharge,N,No,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2023-11-23,0.77,4751
Tanzania,Mtwara,haven,Sheep,Katahdin,Neonate,Foot-and-Mouth Disease,lameness|reduced_appetite|blisters_mouth_feet|fever,lameness; reduced appetite,N,Yes,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2021-04-18,0.83,60
Zambia,Northern,East Carolmouth,Goat,Boer,Juvenile,Babesiosis,fever|hemoglobinuria|anemia|anorexia|weakness|ticks_observed,fever; red/brown urine (hemoglobinuria),Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-07-30,0.9,2884
South Africa,Eastern Cape,berg,Cattle,Sanga,Adult,Babesiosis,hemoglobinuria|fever|anorexia|weakness|anemia,red/brown urine (hemoglobinuria); fever,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-02-20,0.94,1939
Lesotho,Mokhotlong,side,Poultry,Broilers,Senior,Newcastle Disease,respiratory_distress|diarrhoea|neurological_signs,respiratory distress; diarrhoea,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-09-23,0.83,2577
DR Congo,Kinshasa,land,Cattle,Friesian,Senior,Parasitic Gastroenteritis,diarrhoea|poor_condition,diarrhoea; poor condition,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-08-04,0.88,4937
DR Congo,Kasai,furt,Poultry,Indigenous,Adult,Newcastle Disease,respiratory_distress|diarrhoea|neurological_signs,respiratory distress; diarrhoea,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2023-09-18,0.9,1079
Mozambique,Gaza,haven,Sheep,Local,Adult,Parasitic Gastroenteritis,poor_condition|bottle_jaw|weight_loss|anorexia,poor condition; bottle jaw,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-07-04,0.91,3250
DR Congo,Kasai,mouth,Sheep,Dorper,Senior,Blackleg,sudden_death|swollen_muscle,sudden death; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2021-01-05,0.93,3128
Eswatini,Hhohho,borough,Sheep,Dorper,Neonate,Orf (Contagious Ecthyma),weight_loss|scabby_lesions_mouth|lamb_kid_mortality,weight loss; scabby mouth lesions,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-04-11,0.86,2489
South Africa,North West,side,Goat,Boer cross,Juvenile,Theileriosis,drooling|fever|lymph_node_enlargement|anorexia|respiratory_distress,drooling/ptyalism; fever,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-08-15,0.78,941
Zimbabwe,Mashonaland Central,ville,Goat,Kalahari,Senior,Parasitic Gastroenteritis,bottle_jaw|diarrhoea|weight_loss|anorexia|poor_condition,bottle jaw; diarrhoea,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-04-15,0.76,1081
Botswana,Kgatleng,Floydmouth,Goat,Kalahari,Adult,Theileriosis,respiratory_distress|drooling|ticks_observed,respiratory distress; drooling/ptyalism,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2023-09-24,0.94,188
Mozambique,Cabo Delgado,town,Sheep,Local,Neonate,Anaplasmosis,progressive_anemia|weight_loss|fever|weakness|ticks_observed,progressive anemia; weight loss,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2022-04-08,0.99,2635
Madagascar,Antananarivo,port,Cattle,Brahman,Adult,Babesiosis,fever|hemoglobinuria|weakness|anemia,fever; red/brown urine (hemoglobinuria),N,Yes,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2024-11-03,0.96,2086
Eswatini,Manzini,burgh,Goat,Boer,Juvenile,Tick-bite toxicosis,lameness|sudden_weakness|anemia|salivation|ticks_observed|sudden_death,lameness; sudden weakness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-02-23,0.77,2250
Seychelles,Inner Islands,bury,Cattle,Bonsmara,Senior,Mastitis,abnormal_milk|pain_on_palpation,abnormal milk; pain on palpation,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-07-16,0.78,4891
Zambia,Copperbelt,shire,Goat,Boer,Adult,Mastitis,pain_on_palpation|reduced_milk,pain on palpation; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-10-16,0.86,2024
Namibia,Khomas,Turnerfort,Sheep,Merino,Adult,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss|scabby_lesions_mouth,lamb kid mortality; weight loss,N,Yes,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-08-22,0.91,3540
Comoros,Ngazidja,ville,Goat,Boer,Neonate,Foot-and-Mouth Disease,excess_salivation|lameness|fever|reduced_appetite|blisters_mouth_feet,excess salivation; lameness,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2021-02-06,0.91,4049
Botswana,South East,bury,Pig,Local,Juvenile,African Swine Fever,anorexia|abortions|sudden_death|high_fever,reduced appetite/anorexia; abortions,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2021-11-01,0.77,3607
Namibia,Khomas,fort,Sheep,Dorper,Adult,Babesiosis,fever|weakness|ticks_observed,fever; weakness,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2020-01-09,0.88,227
Namibia,Ohangwena,mouth,Goat,Local,Juvenile,Mastitis,pain_on_palpation|reduced_milk|abnormal_milk,pain on palpation; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-01-03,0.75,4848
Angola,Huíla,stad,Sheep,Katahdin,Juvenile,Anthrax,bloody_diarrhoea|neck_edema|sudden_death,bloody diarrhoea; neck edema,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2022-11-18,0.94,1930
Lesotho,Maseru,land,Sheep,Katahdin,Neonate,Anaplasmosis,weakness|pale_mucous_membranes,weakness; pale mucous membranes,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-11-02,0.93,3056
Angola,Huíla,fort,Sheep,Merino,Senior,Babesiosis,hemoglobinuria|anemia|anorexia|fever|weakness,red/brown urine (hemoglobinuria); anemia,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2022-12-23,0.8,4490
Mozambique,Gaza,West Scottview,Goat,Boer cross,Senior,Parasitic Gastroenteritis,diarrhoea|poor_condition|anorexia,diarrhoea; poor condition,N,Yes,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-09-12,0.87,1405
South Africa,Limpopo,mouth,Goat,Boer,Neonate,Babesiosis,hemoglobinuria|anemia|weakness|anorexia|fever,red/brown urine (hemoglobinuria); anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2025-03-11,0.79,2180
Mozambique,Maputo,furt,Goat,Kalahari,Senior,Foot-and-Mouth Disease,lameness|reduced_appetite|blisters_mouth_feet|excess_salivation|fever,lameness; reduced appetite,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2022-11-12,0.92,698
Tanzania,Dodoma,berg,Sheep,Katahdin,Adult,Parasitic Gastroenteritis,bottle_jaw|anorexia,bottle jaw; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-06-08,0.79,1125
Malawi,Central,Christinachester,Sheep,Katahdin,Neonate,Dermatophilosis,lameness|exudative_dermatitis,lameness; exudative dermatitis,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2022-07-27,0.84,3362
Comoros,Ngazidja,burgh,Goat,Boer cross,Adult,Babesiosis,fever|weakness|anorexia|hemoglobinuria|anemia,fever; weakness,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2020-06-26,0.99,4136
DR Congo,Kasai,bury,Goat,Kalahari,Neonate,Parasitic Gastroenteritis,anorexia|bottle_jaw|poor_condition|diarrhoea|weight_loss,reduced appetite/anorexia; bottle jaw,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2020-02-21,0.71,1779
Seychelles,Inner Islands,Michelleland,Sheep,Katahdin,Juvenile,Anaplasmosis,weight_loss|fever|ticks_observed,weight loss; fever,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-03-02,0.86,2859
South Africa,Gauteng,chester,Pig,Large White,Adult,African Swine Fever,hemorrhages|abortions|sudden_death,hemorrhages; abortions,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2022-02-14,0.85,1038
Botswana,Gaborone,ville,Sheep,Merino,Senior,Mastitis,abnormal_milk|swollen_udder,abnormal milk; swollen udder,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2021-11-17,0.87,4457
Lesotho,Maseru,land,Cattle,Friesian,Adult,Rabies (spillover),behavioural_changes|aggression,behavioural changes; aggression,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2023-05-30,0.84,2257
Zambia,Lusaka,mouth,Sheep,Merino,Juvenile,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss,lamb kid mortality; weight loss,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2022-04-21,0.98,314
Botswana,Gaborone,Matthewshire,Poultry,Broilers,Neonate,Newcastle Disease,respiratory_distress|drop_in_egg_production|neurological_signs,respiratory distress; drop in egg production,N,Yes,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2025-01-05,0.78,2282
Zambia,Lusaka,burgh,Cattle,Sanga,Adult,Coccidiosis,dehydration|weight_loss|diarrhoea|anorexia,dehydration; weight loss,N,Yes,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2021-03-13,0.96,1417
Mauritius,Plaines Wilhems,land,Poultry,Layers,Adult,Avian Influenza (HPAI),respiratory_signs|sudden_death,respiratory signs; sudden death,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2021-03-13,0.93,1037
Eswatini,Hhohho,port,Cattle,Brahman,Senior,Anaplasmosis,weight_loss|progressive_anemia|fever,weight loss; progressive anemia,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2021-10-13,0.99,2160
Botswana,South East,Lake Barbara,Sheep,Dorper,Adult,Theileriosis,lymph_node_enlargement|fever|anorexia,lymph node enlargement; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2019-11-24,0.84,4164
Zambia,Southern,Maryberg,Pig,Landrace,Neonate,African Swine Fever,sudden_death|high_fever|abortions,sudden death; high fever,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2025-07-22,0.76,1755
Namibia,Erongo,Jeanhaven,Sheep,Dorper,Juvenile,Theileriosis,lymph_node_enlargement|icterus,lymph node enlargement; jaundice/icterus,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-01-06,0.77,3113
Zimbabwe,Matabeleland North,shire,Cattle,Local,Neonate,Lumpy Skin Disease,fever|skin_nodules|swollen_lymph_nodes,fever; skin nodules,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,PLOS_Study,2020-02-28,0.79,2814
Mauritius,Plaines Wilhems,Williamsport,Goat,Local,Juvenile,Anaplasmosis,progressive_anemia|weakness|pale_mucous_membranes|fever|weight_loss,progressive anemia; weakness,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-10-02,0.78,2699
Madagascar,Antananarivo,Lake Pamelaview,Goat,Boer,Juvenile,Theileriosis,drooling|icterus|respiratory_distress|anorexia|lymph_node_enlargement|sudden_death,drooling/ptyalism; jaundice/icterus,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2025-04-08,0.96,3208
Angola,Huíla,North Barbarabury,Sheep,Local,Neonate,Babesiosis,hemoglobinuria|fever|anorexia|weakness|ticks_observed,red/brown urine (hemoglobinuria); fever,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2020-05-02,0.83,4351
Namibia,Otjozondjupa,port,Goat,Boer cross,Juvenile,Mastitis,abnormal_milk|reduced_milk|pain_on_palpation|swollen_udder,abnormal milk; reduced milk yield,N,Yes,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2022-03-04,0.73,3432
Madagascar,Antananarivo,land,Goat,Local,Neonate,Anaplasmosis,fever|progressive_anemia|weight_loss|pale_mucous_membranes|weakness|ticks_observed,fever; progressive anemia,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2023-10-17,0.94,1507
Zambia,Eastern,Michaelview,Poultry,Indigenous,Senior,Avian Influenza (HPAI),swelling_head|respiratory_signs|sudden_death,swelling of head; respiratory signs,N,No,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2021-05-14,0.71,1924
Malawi,Central,Port Tammy,Cattle,Hereford,Adult,Blackleg,swollen_muscle|sudden_death,swollen muscle; sudden death,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2025-07-12,0.81,449
Namibia,Ohangwena,Shawnside,Pig,Local,Neonate,African Swine Fever,anorexia|sudden_death|abortions|hemorrhages|high_fever,reduced appetite/anorexia; sudden death,N,Yes,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2021-02-05,0.93,4129
Malawi,Central,land,Sheep,Local,Senior,Theileriosis,anorexia|drooling|fever,reduced appetite/anorexia; drooling/ptyalism,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2019-10-30,0.86,2529
Madagascar,Antananarivo,shire,Goat,Local,Adult,Coccidiosis,diarrhoea|weight_loss|dehydration,diarrhoea; weight loss,N,No,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2020-01-24,0.8,4970
Mauritius,Plaines Wilhems,North Johnfort,Goat,Boer cross,Juvenile,Dermatophilosis,crusting_skin_lesions|matted_hair|exudative_dermatitis|ticks_observed,crusting skin lesions; matted hair,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2021-09-27,0.75,2790
Madagascar,Antananarivo,side,Poultry,Broilers,Neonate,Newcastle Disease,diarrhoea|respiratory_distress|neurological_signs,diarrhoea; respiratory distress,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-11-21,0.72,362
Mauritius,Plaines Wilhems,shire,Cattle,Bonsmara,Juvenile,Lumpy Skin Disease,fever|swollen_lymph_nodes|skin_nodules|reduced_milk|lameness,fever; swollen lymph nodes,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2024-12-25,0.86,2184
Zimbabwe,Midlands,shire,Goat,Kalahari,Neonate,Coccidiosis,diarrhoea|anorexia,diarrhoea; reduced appetite/anorexia,N,Yes,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2023-12-27,0.94,1135
South Africa,Limpopo,New Elijah,Goat,Boer cross,Senior,Babesiosis,anemia|anorexia|fever,anemia; reduced appetite/anorexia,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2024-02-15,0.67,3881
Seychelles,Inner Islands,town,Cattle,Bali,Neonate,Rabies (spillover),hypersalivation|neurological_signs|paralysis|aggression,hypersalivation; neurological signs / paralysis,N,No,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,SADC_bulletin,2020-02-11,0.77,2156
Mauritius,Plaines Wilhems,chester,Goat,Boer cross,Neonate,Anthrax,bloody_diarrhoea|tongue_ulcers|swelling,bloody diarrhoea; tongue ulcers,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2020-11-29,0.84,1831
